Título,Ubicación,Versión,Color,Marca,Modelo,Año,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Dirección,Control de tracción,Capacidad de personas,Potencia,Precio
Chevrolet Cruze 1.8 Ltz Mt,Salta,1.8 Ltz Mt,Azul,Chevrolet,Cruze,2015,Nafta,5.0,Manual,1.8,Hatchback,78000.0,Hidráulica,Delantera,5.0,141.0,8333.33
Chevrolet Cruze 1.4 Turbo,Capital Federal,lt,,Chevrolet,Cruze,2017,Nafta,5.0,Automática,1.8,Sedán,67000.0,Hidráulica,Delantera,5.0,141.0,15000.0
Chevrolet Cruze 1.8 Lt Mt,Ubicación no encontrada,1.8 Lt Mt,Plateado,Chevrolet,Cruze,2019,Nafta,4.0,Manual,1.8,Sedán,46293.0,Asistida,Delantera,5.0,141.0,15693.33
Chevrolet Cruze 1.4 Lt Mt Sedan,Ubicación no encontrada,1.4 Lt Mt Sedan,Azul,Chevrolet,Cruze,2022,Nafta,4.0,Manual,1.4,Sedán,68000.0,Eléctrica,Delantera,5.0,153.0,15333.33
Chevrolet Cruze 1.4 Lt Mt Sedan,Ubicación no encontrada,1.4 Lt Mt Sedan,Rojo,Chevrolet,Cruze,2018,Nafta,4.0,Manual,1.4,Sedán,65000.0,Eléctrica,Delantera,5.0,153.0,13333.33
Chevrolet Cruze Ltz,Bs.As. G.B.A. Sur,LTZ 1.4 TURBO MT,Negro,Chevrolet,Cruze,2017,Nafta,4.0,Manual,1.8,Sedán,108000.0,Eléctrica,Delantera,5.0,141.0,11333.33
Chevrolet Cruze 1.8 Ltz At 141cv,Ubicación no encontrada,1.8 Ltz At 141cv,,Chevrolet,Cruze,2017,Nafta,4.0,Automática,1.8,Sedán,56000.0,Hidráulica,Delantera,5.0,141.0,18000.0
Chevrolet Cruze 1.4T LT AT 5puertas,Capital Federal,1.4T LT AT 5puertas,,Chevrolet,Cruze,2023,Nafta,5.0,Automática,1.4,Sedán,12000.0,Eléctrica,Delantera,5.0,153.0,21000.0
Chevrolet Cruze 1.4 Premier Sedan,Santa Fe,1.4 Premier Sedan,Blanco,Chevrolet,Cruze,2023,Nafta,4.0,Manual,1.4,Sedán,90000.0,Eléctrica,Delantera,5.0,153.0,15200.0
Chevrolet Cruze 1.4 Ltz At,Capital Federal,1.4 Ltz At,Gris,Chevrolet,Cruze,2017,Nafta,5.0,Automática,1.8,Sedán,144500.0,Hidráulica,Delantera,5.0,141.0,15500.0
Chevrolet Cruze 2.0 Vcdi Sedan Lt At 163cv,Bs.As. G.B.A. Oeste,2.0 Vcdi Sedan Lt At 163cv,,Chevrolet,Cruze,2015,Diésel,4.0,Automática,2.0,Sedán,120000.0,Hidráulica,Delantera,5.0,163.0,11500.0
Chevrolet Cruze Cruze 1.4 LT MT 4p,Capital Federal,Cruze 1.4 LT MT 4p,Negro,Chevrolet,Cruze,2016,Nafta,4.0,Manual,1.8,Sedán,103000.0,Asistida,Delantera,5.0,141.0,11166.67
Chevrolet Cruze 1.4 Ltz At Sedan,Ubicación no encontrada,1.4 Ltz At Sedan,Negro,Chevrolet,Cruze,2022,Nafta,4.0,Automática,1.4,Sedán,20000.0,Eléctrica,Delantera,5.0,153.0,16333.33
Chevrolet Cruze 1.4 AT Sedan Premier,Córdoba,1.4 AT Sedan Premier,Blanco,Chevrolet,Cruze,2020,Nafta,4.0,Automática,1.4,Sedán,81000.0,Eléctrica,Delantera,5.0,153.0,19500.0
Chevrolet Cruze 4p 1.4 Turbo Lt Mt Mod 2019 Excelente!!!,Ubicación no encontrada,1.4 TURBO LT MT,Gris,Chevrolet,Cruze,2019,Nafta,4.0,Manual,1.4,Sedán,71000.0,Hidráulica,Delantera,5.0,141.0,15000.0
Chevrolet Cruze 2.0 Vcdi Sedan Lt At 163cv,Ubicación no encontrada,2.0 Vcdi Sedan Lt At 163cv,Plateado,Chevrolet,Cruze,2015,Diésel,4.0,Automática,2.0,Sedán,124000.0,Hidráulica,Delantera,5.0,163.0,9933.33
Chevrolet Cruze 1.4 Ltz At Sedan,Ubicación no encontrada,1.4 Ltz At Sedan,Gris,Chevrolet,Cruze,2018,Nafta,4.0,Automática,1.4,Sedán,71000.0,Eléctrica,Delantera,5.0,153.0,13966.67
Vendo Chevrolet Cruze 2   2016 1.4 T Ltz Linea Nueva Impec,Bs.As. G.B.A. Oeste,1.4 t 153hp  ltz,Blanco,Chevrolet,Cruze,2016,Nafta,5.0,Manual,1.4,Hatchback,175000.0,Hidráulica,Delantera,5.0,141.0,10533.33
Chevrolet Cruze 1.4 Lt Mt Sedan,Ubicación no encontrada,1.4 Lt Mt Sedan,Rojo,Chevrolet,Cruze,2018,Nafta,4.0,Manual,1.4,Sedán,55000.0,Eléctrica,Delantera,5.0,153.0,17500.0
Chevrolet Cruze 1.8 Ltz Mt 5 p,Buenos Aires Interior,1.8 Ltz Mt 5 p,,Chevrolet,Cruze,2012,Nafta,5.0,Manual,1.8,Hatchback,155000.0,Hidráulica,Delantera,5.0,141.0,10000.0
Chevrolet Cruze 1.4 Lt Mt,Capital Federal,1.4 Lt Mt,Gris,Chevrolet,Cruze,2017,Nafta,5.0,Manual,1.8,Sedán,85000.0,Asistida,Delantera,5.0,141.0,15000.0
Chevrolet Cruze 1.8 Ltz At,Ubicación no encontrada,1.8 Ltz At,Blanco,Chevrolet,Cruze,2014,Nafta,5.0,Automática,1.8,Hatchback,125085.0,Hidráulica,Delantera,5.0,141.0,9200.0
Chevrolet Cruze 1.8 Lt Mt 4 p,Ubicación no encontrada,1.8 Lt Mt 4 p,,Chevrolet,Cruze,2012,Nafta,4.0,Manual,1.8,Sedán,135000.0,Hidráulica,Delantera,5.0,141.0,8500.0
Chevrolet Cruze 4,Ubicación no encontrada,4,Gris,Chevrolet,Cruze,2020,Nafta,4.0,Automática,1.4,Sedán,131368.0,Eléctrica,Delantera,5.0,141.0,12660.0
