Título,Ubicación,Versión,Color,Marca,Modelo,Año,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Dirección,Control de tracción,Capacidad de personas,Potencia,Precio
Chevrolet S10 2.8 Cd 4x2 Ls Tdci 180cv,Ubicación no encontrada,2.8 Cd 4x2 Ls Tdci 180cv,Blanco,Chevrolet,S10,2012,Diésel,4.0,Manual,2.8,Pick-Up,165000.0,Hidráulica,4x2,5.0,180.0,12000.0
Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,Bs.As. G.B.A. Sur,2.8 Cd 4x4 Ltz Tdci 200cv At,,Chevrolet,S10,2015,Diésel,4.0,Automática,2.8,Pick-Up,200000.0,Asistida,4x4,5.0,200.0,16000.0
Chevrolet S10 2.8 High Country Cd Tdci 200cv Automática,Ubicación no encontrada,2.8 High Country Cd Tdci 200cv Automática,,Chevrolet,S10,2018,Diésel,4.0,Automática,2.8,Pick-Up,92000.0,Asistida,4x4,5.0,200.0,26000.0
Chevrolet S10 2.8 Cd 4x4 Ltz Tdci 200cv At,Ubicación no encontrada,2.8 Cd 4x4 Ltz Tdci 200cv At,Plateado,Chevrolet,S10,2022,Diésel,4.0,Automática,2.8,Pick-Up,6100.0,Asistida,4x4,5.0,200.0,31000.0
Chevrolet S10 2.8 G4 Cd Dlx 4x2 Electronico,Ubicación no encontrada,2.8 G4 Cd Dlx 4x2 Electronico,Blanco,Chevrolet,S10,2008,Diésel,4.0,Manual,2.8,Pick-Up,260000.0,Hidráulica,4x2,4.0,140.0,8333.33
Chevrolet S10 2.8 Cd 4x2 Ls Tdci 200cv,Bs.As. G.B.A. Norte,2.8 Cd 4x2 Ls Tdci 200cv,,Chevrolet,S10,2015,Diésel,4.0,Manual,2.8,Pick-Up,150000.0,Hidráulica,4x2,5.0,200.0,17000.0
Chevrolet S10 2.8 Ls Cd Tdci 200cv,Ubicación no encontrada,2.8 Ls Cd Tdci 200cv,Blanco,Chevrolet,S10,2017,Diésel,4.0,Manual,2.8,Pick-Up,206000.0,Hidráulica,4x2,5.0,200.0,12200.0
Chevrolet S10 2.8 Ls Cd Tdci 200cv,Salta,2.8 Ls Cd Tdci 200cv,Blanco,Chevrolet,S10,2017,Diésel,4.0,Manual,2.8,Pick-Up,156000.0,Hidráulica,4x2,5.0,200.0,17000.0
Chevrolet S10 2.8 G4 Cd 4x2 Electronico,Ubicación no encontrada,2.8 G4 Cd 4x2 Electronico,Gris,Chevrolet,S10,2010,Diésel,4.0,Manual,2.8,Pick-Up,168000.0,Hidráulica,4x2,4.0,140.0,9800.0
Chevrolet S10 S10 2.8TD DC 4X4 LT  AT,Ubicación no encontrada,S10 2.8TD DC 4X4 LT  AT,Gris,Chevrolet,S10,2023,Nafta,4.0,Automática,2.8,Pick-Up,349000.0,Hidráulica,4x4,5.0,200.0,24933.33
Chevrolet S10 2.8 Ls Cd Tdci 200cv 4x2,Ubicación no encontrada,2.8 Ls Cd Tdci 200cv 4x2,Blanco,Chevrolet,S10,2023,Diésel,4.0,Manual,2.8,Pick-Up,10000.0,Asistida,4x2,5.0,200.0,21666.67
Chevrolet S10 2.8 Cd 4x2 Ltz Tdci 180cv,Ubicación no encontrada,2.8 Cd 4x2 Ltz Tdci 180cv,Blanco,Chevrolet,S10,2013,Diésel,4.0,Manual,2.8,Pick-Up,170000.0,Hidráulica,4x2,5.0,180.0,16000.0
Chevrolet S10 2.8 Cd 4x4 Lt Tdci 200cv,Ubicación no encontrada,2.8 Cd 4x4 Lt Tdci 200cv,Negro,Chevrolet,S10,2013,Diésel,4.0,Manual,2.8,Pick-Up,226000.0,Asistida,4x4,5.0,200.0,14500.0
Chevrolet S10 2.8 Ltz Cd Tdci 200cv,Ubicación no encontrada,2.8 Ltz Cd Tdci 200cv,Gris,Chevrolet,S10,2018,Diésel,4.0,Manual,2.8,Pick-Up,95000.0,Asistida,4x2,5.0,200.0,16666.67
Chevrolet S10 2.8 High Country Cd Tdci 200cv Manual 4x2,Santa Fe,2.8 High Country Cd Tdci 200cv Manual 4x2,Plateado,Chevrolet,S10,2019,Diésel,4.0,Manual,2.8,Pick-Up,180000.0,Asistida,4x2,5.0,200.0,22000.0
Chevrolet S10 2.8 Ls Cd Tdci 200cv,Buenos Aires Interior,2.8 Ls Cd Tdci 200cv,Plateado,Chevrolet,S10,2019,Diésel,4.0,Manual,2.8,Pick-Up,94410.0,Asistida,4x2,5.0,200.0,16666.67
Chevrolet S10 2.8 High Country Cd Tdci 200cv Automática,Bs.As. G.B.A. Sur,2.8 High Country Cd Tdci 200cv Automática,Verde,Chevrolet,S10,2019,Diésel,4.0,Automática,2.8,Pick-Up,54000.0,Asistida,4x4,5.0,200.0,31000.0
Chevrolet S10 2.8 Cs 4x2 Ls Tdci 200cv,Bs.As. G.B.A. Sur,2.8 Cs 4x2 Ls Tdci 200cv,,Chevrolet,S10,2015,Diésel,4.0,Manual,2.8,Pick-Up,100000.0,Hidráulica,4x2,2.0,200.0,15000.0
